369	2
370	3
371	3
372	4
373	5
374	6
375	6
376	5
377	6
378	7
379	8
380	9
381	10
382	11
383	12
384	13
385	11
386	12
387	13
388	14
389	15
390	16
391	93
392	94
393	95
394	96
395	97
396	98
397	99
398	117
399	117
400	117
401	117
402	118
403	119
404	118
405	118
406	119
407	120
408	119
409	119
410	120
411	121
412	121
413	120
414	121
415	122
416	123
417	124
418	124
419	123
420	124
421	125
422	125
423	125
424	125
425	126
426	127
427	128
428	129
429	127
430	128
431	129
432	130
433	131
434	139
435	140
436	140
437	140
438	141
439	142
440	142
441	141
442	142
443	143
444	143
445	143
446	143
447	144
448	144
449	145
450	146
451	147
452	148
453	149
454	150
455	150
456	149
457	150
458	151
459	151
460	150
461	151
462	152
463	152
464	152
465	153
466	154
467	155
468	156
469	157
470	157
471	156
472	157
473	158
474	158
475	158
476	158
477	159
478	159
479	159
480	160
481	161
482	162
483	163
484	164
485	165
486	209
487	209
488	209
489	209
490	209
491	209
492	209
493	209
494	209
495	209
496	209
497	209
498	209
499	209
500	209
501	209
502	209
503	209
504	209
505	209
506	209
507	209
508	209
509	209
510	209
511	209
512	183
513	183
514	182
515	209
516	209
517	209
518	209
519	209
520	209
521	209
522	209
523	209
524	209
525	209
526	209
527	209
528	209
529	209
530	209
531	210
532	210
533	210
534	211
535	212
536	211
537	211
538	212
539	213
540	214
541	215
542	215
543	214
544	215
545	216
546	217
547	218
548	219
549	220
550	220
551	219
552	220
553	221
554	222
555	223
556	224
557	225
558	226
559	233
560	233
561	233
562	233
563	234
564	234
565	234
566	235
567	236
568	237
569	238
570	237
571	237
572	238
573	239
574	240
575	240
576	239
577	240
578	241
579	242
580	243
581	244
582	243
583	243
584	244
585	245
586	246
587	247
588	248
589	247
590	247
591	248
592	249
593	250
594	249
595	249
596	250
597	251
598	252
599	267
600	267
601	267
602	253
603	254
604	255
605	256
606	257
607	258
608	268
609	268
610	268
611	269
612	269
613	269
614	269
615	270
616	271
617	271
618	272
619	273
620	274
621	275
622	276
623	277
624	277
625	277
626	277
627	277
628	278
629	278
630	278
631	278
632	279
633	279
634	279
635	280
636	280
637	280
638	280
639	281
640	282
641	283
642	282
643	282
644	283
645	284
646	284
647	284
648	284
649	285
650	286
651	287
652	287
653	286
654	287
655	288
656	288
657	289
658	290
659	302
660	302
661	303
662	303
663	304
664	304
665	304
666	304
667	305
668	306
669	307
670	308
671	309
672	310
673	311
674	311
675	310
676	311
677	312
678	312
679	311
680	312
681	313
682	314
683	315
684	316
685	317
686	317
687	316
688	317
689	318
690	319
691	324
692	324
693	325
694	325
695	325
696	326
697	327
698	328
699	329
700	330
701	331
702	332
703	331
704	331
705	332
706	333
707	332
708	332
709	333
710	334
711	335
712	336
713	337
714	338
715	339
716	340
717	340
718	339
719	340
720	341
721	342
722	343
723	344
724	345
725	346
726	347
727	348
728	349
729	350
730	351
731	350
732	350
733	351
734	351
735	351
736	351
737	352
738	352
739	353
740	354
741	355
742	356
743	357
744	355
745	356
746	357
747	358
748	359
749	360
750	372
751	372
752	373
753	373
754	373
755	373
756	374
757	374
758	374
759	375
760	376
761	376
762	375
763	376
764	377
765	378
766	378
767	377
768	378
769	379
770	380
771	381
772	382
773	383
774	384
775	384
776	383
777	384
778	385
779	386
780	387
781	388
782	389
783	390
784	391
785	392
786	393
787	394
788	393
789	393
790	394
791	395
792	395
793	396
794	397
795	398
796	399
797	400
798	401
799	402
800	403
801	404
802	405
803	406
804	407
805	408
806	408
807	407
808	408
809	409
810	410
811	411
812	411
813	410
814	411
815	412
816	413
817	418
818	418
819	418
820	419
821	419
822	419
823	419
824	420
825	420
826	421
827	422
828	423
829	424
830	425
831	426
832	425
833	425
834	426
835	427
836	428
837	429
838	430
839	430
840	429
841	430
842	431
843	431
844	432
845	441
846	441
847	442
848	442
849	443
850	444
851	445
852	445
853	444
854	445
855	446
856	447
857	448
858	449
859	450
860	451
861	451
862	450
863	451
864	452
865	452
866	453
867	454
868	455
869	456
870	457
871	458
872	459
873	460
874	461
875	462
876	464
877	464
878	464
879	465
880	465
881	465
882	466
883	466
884	466
885	466
886	467
887	468
888	469
889	469
890	468
891	469
892	470
893	470
894	469
895	470
896	471
897	472
898	473
899	472
900	472
901	473
902	474
903	475
904	476
905	477
906	476
907	476
908	477
909	478
910	479
911	480
912	478
913	479
914	480
915	481
916	482
917	483
918	484
919	485
920	486
921	487
922	486
923	486
924	487
925	488
926	489
927	490
928	491
929	491
930	490
931	491
932	492
933	493
934	494
935	495
936	496
937	497
938	498
939	499
940	500
941	501
942	511
943	511
944	511
945	512
946	512
947	512
948	512
949	513
950	513
951	514
952	515
953	516
954	517
955	517
956	516
957	517
958	518
959	518
960	519
961	518
962	519
963	519
964	520
965	520
966	520
967	520
968	521
969	521
970	521
971	522
972	523
973	524
974	525
975	526
976	527
977	526
978	526
979	527
980	528
981	529
982	528
983	528
984	529
985	530
986	531
987	532
988	533
989	534
990	535
991	534
992	534
993	535
994	535
995	535
996	536
997	537
998	538
999	539
1000	540
1001	539
1002	539
1003	540
1004	541
1005	542
1006	543
1007	544
1008	545
1009	546
1010	558
1011	558
1012	558
1013	559
1014	560
1015	561
1016	562
1017	563
1018	564
1019	565
1020	563
1021	564
1022	565
1023	566
1024	567
1025	565
1026	566
1027	567
1028	568
1029	568
1030	569
1031	568
1032	569
1033	569
1034	570
1035	570
1036	571
1037	572
1038	573
1039	573
1040	572
1041	573
1042	574
1043	574
1044	573
1045	574
1046	575
1047	576
1048	577
1049	578
1050	579
1051	579
1052	578
1053	579
1054	580
1055	580
1056	580
1057	581
1058	582
1059	583
1060	584
1061	585
1062	586
1063	587
1064	587
1065	586
1066	587
1067	588
1068	588
1069	588
1070	588
1071	589
1072	590
1073	591
1074	592
1075	593
1076	593
1077	592
1078	593
1079	594
1080	594
1081	594
1082	594
1083	595
1084	596
1085	597
1086	598
1087	599
1088	600
1089	601
1090	602
1091	603
1092	603
1093	602
1094	603
1095	604
1096	605
1097	604
1098	604
1099	605
1100	606
1101	607
1102	607
1103	607
1104	608
1105	609
1106	609
1107	608
1108	609
1109	610
1110	610
1111	609
1112	610
1113	611
1114	611
1115	610
1116	611
1117	612
1118	613
1119	614
1120	615
1121	613
1122	614
1123	615
1124	616
1125	614
1126	615
1127	617
1128	618
1129	619
1130	620
1131	620
1132	619
1133	620
1134	621
1135	650
1136	650
1137	651
1138	652
1139	653
1140	654
1141	655
1142	656
1143	655
1144	655
1145	656
1146	656
1147	656
1148	655
1149	656
1150	657
1151	656
1152	656
1153	657
1154	658
1155	657
1156	657
1157	658
1158	659
1159	658
1160	674
1161	674
1162	675
1163	676
1164	677
1165	678
1166	677
1167	677
1168	678
1169	679
1170	679
1171	680
1172	680
1173	680
1174	680
1175	681
1176	681
1177	681
1178	682
1179	682
1180	682
1181	682
1182	683
1183	683
1184	683
1185	696
1186	696
1187	696
1188	684
1189	696
1190	696
1191	696
1192	696
1193	696
1194	696
1195	696
1196	696
1197	696
1198	696
1199	696
1200	696
1201	696
1202	696
1203	696
1204	697
1205	697
1206	697
1207	697
1208	698
1209	698
1210	698
1211	698
1212	699
1213	699
1214	699
1215	699
1216	700
1217	701
1218	702
1219	703
1220	704
1221	705
1222	704
1223	704
1224	705
1225	706
1226	707
1227	708
1228	709
1229	710
1230	711
1231	710
1232	710
1233	711
1234	712
1235	711
1236	711
1237	712
1238	713
1239	713
1240	714
1241	715
1242	716
1243	717
1244	718
1245	719
1246	719
1247	719
1248	719
1249	720
1250	720
1251	720
1252	720
1253	721
1254	766
1255	766
1256	767
1257	768
1258	769
1259	770
1260	771
1261	770
1262	770
1263	771
1264	772
1265	771
1266	772
1267	771
1268	766
